Ruta	Descripción	Fecha Gaceta	Fecha Vigencia
262	NARANJO-SAN MIGUEL ESTE	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
262	NARANJO-INTERSECCION	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-FINAL DE SANTIAGO	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-SANTIAGO CENTRO	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-ZARAGOZA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-HACIENDA LOS PINOS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-BAJO ORLICH	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-RINCON DE ZARAGOZA-QUEBRADAS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-ESQUIPULAS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-LA GRANJA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-CALLE VARGAS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-CALLE VASQUEZ	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-CALLE VASQUEZ-CALLE JIMENEZ	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-URB. TRES MARIAS-URB. BUENOS AIRES-CALLE RAMIREZ	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-URB. LOS AGUACATES-COCALECA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
266	PALMARES-CALLE EL CHANCERO-ESQUIPULAS-CALLE COMÚN	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-NARANJO x PISTA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-NARANJO x CARRETERA VIEJA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-BAJO CORRALES	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-CONCEPCION	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-CRUCE PALMITOS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-BUENOS AIRES	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-PALMARES x PISTA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
271	SAN RAMON-PALMARES x CARRETERA VIEJA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-LA FORTUNA DE SAN CARLOS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-EL BOSQUE	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-SAN FRANCISCO	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-EL ABANICO	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-CHACHAGUA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-SAN ISIDRO DE PEÑAS BLANCAS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-LA TIGRA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-LOS CRIQUES	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-VALLE AZUL	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-BAJO LOS RODRIGUEZ	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-BAJO CORDOBA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-LOS LAGOS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-LA BALSA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272	SAN RAMON-LOS ANGELES DE SAN RAMON	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
268	PALMARES-BUENOS AIRES-BAJO LA CABRA	MARIO ENRIQUE BARBOZA QUESADA	(RA-371)
270	ZARCERO-LA LEGUA	TRANSTERRANO S.A.	(RA-333)
270	ZARCERO-ENTRADA A CATARATA	TRANSTERRANO S.A.	(RA-333)
270	ZARCERO-SANTA ROSA	TRANSTERRANO S.A.	(RA-333)
270	ZARCERO-LOS ANGELES	TRANSTERRANO S.A.	(RA-333)
270	ZARCERO-TAPEZCO	TRANSTERRANO S.A.	(RA-333)
270	ZARCERO-LAGUNA	TRANSTERRANO S.A.	(RA-333)
1247	ZARCERO-PUEBLO NUEVO	TRANSTERRANO S.A.	(RA-333)
1247	ZARCERO-PALMIRA	TRANSTERRANO S.A.	(RA-333)
1247	ZARCERO-LAS TORRES	TRANSTERRANO S.A.	(RA-333)
272 B	SAN RAMON-LOS ANGELES DE LA FORTUNA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-LA CRUZ	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-SAN ISIDRO DE PEÑAS BLANCAS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-LA TIGRA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-LOS CRIQUES	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-VALLE AZUL	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-BAJO LOS RODRIGUEZ	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-BAJO CORDOBA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-LOS LAGOS	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-LA BALSA	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
272 B	SAN RAMON-LOS ANGELES DE SAN RAMON	COMPAÑÍA CARBACHEZ E HIJOS E.I.R.L.	(RA-139)
1225	SAN RAMON-LA PAZ	AUTOTRANSPORTES ODILIO GUTIERREZ S.A.	(RA-367)
1225	SAN RAMON-BAJO ZUÑIGA	AUTOTRANSPORTES ODILIO GUTIERREZ S.A.	(RA-367)
1225	SAN RAMON-LOS ROJAS	AUTOTRANSPORTES ODILIO GUTIERREZ S.A.	(RA-367)
1225	SAN RAMON-PIEDADES NORTE	AUTOTRANSPORTES ODILIO GUTIERREZ S.A.	(RA-367)
1225	SAN RAMON-LA ESPERANZA	AUTOTRANSPORTES ODILIO GUTIERREZ S.A.	(RA-367)
1225	SAN RAMON-BOLIVAR	AUTOTRANSPORTES ODILIO GUTIERREZ S.A.	(RA-367)
275	SAN RAMON-ELADIO HIDALGO	VICTOR JULIO VARGAS SOLÓRZANO	(RA-372)
275	SAN RAMON-MANUEL QUIROS	VICTOR JULIO VARGAS SOLÓRZANO	(RA-372)
275	SAN RAMON-LA CHANCHERA	VICTOR JULIO VARGAS SOLÓRZANO	(RA-372)
275	SAN RAMON-LA ERMITA	VICTOR JULIO VARGAS SOLÓRZANO	(RA-372)
276	SAN RAMON-ZARCERO	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-LLANO BONITO	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-BARRANCA DE NARANJO	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-SAN ANTONIO DE NARANJO	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-ALTO VILLEGAS	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-VOLIO	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-EL TANQUE	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-SAN JUAN (BUSETAS)	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
276	SAN RAMON-ASILO ANCIANOS-BAJO EL TEJAR (BUSETAS)	AUTOTRANSPORTES MARIO ROJAS E HIJOS LTDA	(RA-113)
277	SARCHI NORTE-TORO AMARILLO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-I.N.V.U.	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-PUEBLO NUEVO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-LA LUISA	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-SAN PEDRO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-SAN ANTONIO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-CALLE CANTO-SARCHI NORTE (ANILLO)	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
277	SARCHI NORTE-SARCHI SUR	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
279	SARCHI SUR-LA TROJA	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
279	SARCHI SUR-SAN PEDRO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
279	SARCHI SUR-SAN ANTONIO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
279	SARCHI SUR-SARCHI NORTE	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
280	GRECIA-PUEBLO NUEVO	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
280	GRECIA-LA LUISA	AUTOTRANSPORTES HERMANOS CASTRO S.A.	(RA-299)
278	GUATUSO-RIO CELESTE	CARLOS ML. VARGAS JIMÉNEZ	No Tiene RA
278	GUATUSO-MAQUENCAL	CARLOS ML. VARGAS JIMÉNEZ	No Tiene RA
278	GUATUSO-SAN MIGUEL	CARLOS ML. VARGAS JIMÉNEZ	No Tiene RA
278	GUATUSO-EL JORON	CARLOS ML. VARGAS JIMÉNEZ	No Tiene RA
278	GUATUSO-BUENOS AIRES	CARLOS ML. VARGAS JIMÉNEZ	No Tiene RA
278	GUATUSO-EL TRIUNFO	CARLOS ML. VARGAS JIMÉNEZ	No Tiene RA
285	CIUDAD QUESADA-CEDRAL-SAN RAMON	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-SAN VICENTE	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-CEDRAL-DULCE NOMBRE	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-CEDRAL-PLAZA	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-CAÑAVERAL	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-CAMPO 1-SAN LUIS	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-TEXACO-COROBICI	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-CAMPO 2	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-Bº LOS ANGELES	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-URBANIZACION ARCO IRIS	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-SAN GERARDO	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-URBANIZACION COOCIQUE	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-B° SAN MARTIN-GAMONALES	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-B° SAN MARTIN-LA ISLA	COOPATRAC R.L.	(RA-128)
285	CIUDAD QUESADA-TERMINAL-PLAZA SAN CARLOS	COOPATRAC R.L.	(RA-128)
286	CIUDAD QUESADA-LA FORTUNA	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-EL TANQUE	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-LOS ANGELES	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-LA VEGA	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-JAVILLOS	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-SANTA CLARA	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-CUESTILLAS	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-FLORENCIA	TRANSPISA LTDA	(RA-296)
286	CIUDAD QUESADA-PUENTE CASA	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-LA FORTUNA	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-SAN FRANCISCO	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-CHACHAGUA	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-SAN ISIDRO DE PEÑAS BLANCAS	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-JAVILLOS	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-SANTA CLARA	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-CUESTILLAS	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-FLORENCIA	TRANSPISA LTDA	(RA-296)
286 A	CIUDAD QUESADA-PUENTE CASA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-LA TIGRA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-VALLE AZUL	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-BAJO LOS RODRIGUEZ	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-SANTA RITA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-LA VIEJA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-PENJAMO	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-FLORENCIA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-PUENTE CASA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-CRUCE CEDRAL	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-LA TIGRA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-LA LUCHA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-SAN JOSE DE LA TIGRA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-CRUCE LA TIGRA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-SAN PEDRO	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-JAVILLOS	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-LA ESPERANZA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-SANTA CLARA	TRANSPISA LTDA	(RA-296)
286.1	CIUDAD QUESADA-FLORENCIA	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-ABANICO	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-SECTOR ANGELES	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-Bº LA CRUZ	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-I.N.V.U.	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-SAN ISIDRO DE PEÑAS BLANCAS	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-CRUCE A LA TIGRA	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-SAN PEDRO	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-JAVILLOS	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-ESPERANZA	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-SANTA CLARA	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-CUESTILLAS	TRANSPISA LTDA	(RA-296)
286.2	CIUDAD QUESADA-FLORENCIA	TRANSPISA LTDA	(RA-296)
286.3	CIUDAD QUESADA-SAN JOSECITO DE CUTRIS x PISTA	TRANSPISA LTDA	(RA-296)
286.3	CIUDAD QUESADA-LA MAYJU	TRANSPISA LTDA	(RA-296)
286.3	CIUDAD QUESADA-MUELLE	TRANSPISA LTDA	(RA-296)
286.3	CIUDAD QUESADA-PLATANAR	TRANSPISA LTDA	(RA-296)
286.3	CIUDAD QUESADA-QUEBRADA AZUL	TRANSPISA LTDA	(RA-296)
286.3	CIUDAD QUESADA-FLORENCIA	TRANSPISA LTDA	(RA-296)
287	CIUDAD QUESADA-LA PALMERA	TRANSPORTES LA PALMERA S.A.	(RA-176)
287	CIUDAD QUESADA-SANTA ROSA	TRANSPORTES LA PALMERA S.A.	(RA-176)
287	CIUDAD QUESADA-SAN RAFAEL-LA MARINA	TRANSPORTES LA PALMERA S.A.	(RA-176)
287	CIUDAD QUESADA-SAN JUAN	TRANSPORTES LA PALMERA S.A.	(RA-176)
288	CIUDAD QUESADA-LOS CHILES	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-SANTA ROSA	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-BUENOS AIRES	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-FERRY	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-ARENAL	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-SANTA ELENA	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-KOOPER	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-MUELLE	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-PLATANAR	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-QUEBRADA AZUL	AUTOBUSES CHILSACA S.A.	(RA-181)
288	CIUDAD QUESADA-FLORENCIA	AUTOBUSES CHILSACA S.A.	(RA-181)
288 EXT	CIUDAD QUESADA-SAN JOSE DEL AMPARO	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-RIO SAN JUAN	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-JOCOTE	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-LLANO VERDE	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-EL CONCHO	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-CARRIZAL	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-LA CEIBA	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-SAN RAFAEL	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-PARAISO	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-RANCHO QUEMADO	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-EL PLOMO	AUTOBUSES CHILSACA S.A.	(RA-181)
291	SANTA ROSA-SANTA MARIA	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-SANTA ROSA	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-BUENOS AIRES	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-FERRY	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-ARENAL	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-SANTA ELENA	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-COOPER	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-MUELLE	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-PLATANAR	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-QUEBRADA AZUL	AUTOBUSES CHILSACA S.A.	(RA-181)
291	CIUDAD QUESADA-FLORENCIA	AUTOBUSES CHILSACA S.A.	(RA-181)
290	CIUDAD QUESADA-LA VIEJA	BAUDILIO PÉREZ BRENES	(RA-201)
290	CIUDAD QUESADA-SUCRE	BAUDILIO PÉREZ BRENES	(RA-201)
290	CIUDAD QUESADA-EL PORVENIR	BAUDILIO PÉREZ BRENES	(RA-201)
290	CIUDAD QUESADA-Bº LOURDES-LAS MERCEDES	BAUDILIO PÉREZ BRENES	(RA-201)
1204	CIUDAD QUESADA-LINDA VISTA DE THESALIA 	TRANSPORTE CORAZON DE JESUS Y LINDA VISTA, S.A.	(RA-463)
1204	CIUDAD QUESADA-CORAZON DE JESUS	TRANSPORTE CORAZON DE JESUS Y LINDA VISTA, S.A.	(RA-463)
1200	LOS CHILES - LAS DELICIAS	CARLOS LUIS GAMBOA LOBO	(RA-426)
1202	CIUDAD QUESADA-TILARAN	TRANSPORTES TILARÁN SAN CARLOS S.A.	(RA-376)
1203	CIUDAD QUESADA-SAN JORGE (FINCA FELIX GARCIA)	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-SAN JORGE CENTRO	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-PORVENIR	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-LA LUCHA	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-SANTA ROSA	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-BUENOS AIRES	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-FERRY	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-ARENAL	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-SANTA ELENA	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-KOOPER	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-MUELLE	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-PLATANAR	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-QUEBRADA AZUL	AUTOBUSES CHILSACA S.A.	(RA-181)
1203	CIUDAD QUESADA-FLORENCIA	AUTOBUSES CHILSACA S.A.	(RA-181)
1206	NARANJO-LOS ROBLES	TRANSPORTES CUBERO BONILLA DE CIRRI LTDA	(RA-043)
1206	NARANJO-SAN JERONIMO	TRANSPORTES CUBERO BONILLA DE CIRRI LTDA	(RA-043)
1209	OROTINA-PLAYA GUACALILLO	PABLO ANGULO ROLDAN	(RA-483)
1209	OROTINA-BAJAMAR	PABLO ANGULO ROLDAN	(RA-483)
1209	OROTINA-CASCAJAL	PABLO ANGULO ROLDAN	(RA-483)
1209	OROTINA-ENTRADA A SANTA RITA	PABLO ANGULO ROLDAN	(RA-483)
1209	OROTINA-COYOLAR	PABLO ANGULO ROLDAN	(RA-483)
1210	CIUDAD QUESADA-PEJE VIEJO	CRISTIAN GOMEZ VASQUEZ	(RA-473)
1210	CIUDAD QUESADA-LA QUILEA	CRISTIAN GOMEZ VASQUEZ	(RA-473)
1211	GUATUSO-CAÑO NEGRO	ASOC. BUENAVISTA-THIALES Y MONICO	No Tiene RA
1211	GUATUSO-MONICO 	ASOC. BUENAVISTA-THIALES Y MONICO	No Tiene RA
1211	GUATUSO-THIALES	ASOC. BUENAVISTA-THIALES Y MONICO	No Tiene RA
1211	GUATUSO-BUENA VISTA	ASOC. BUENAVISTA-THIALES Y MONICO	No Tiene RA
1211	GUATUSO-LA PALMERA	ASOC. BUENAVISTA-THIALES Y MONICO	No Tiene RA
1220	CIUDAD QUESADA-CAÑO NEGRO	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1220	CIUDAD QUESADA-ALTAMIRA	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1220	CIUDAD QUESADA-ALTAMIRITA	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1220	CIUDAD QUESADA-VUELTA DE COOPER	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1220	CIUDAD QUESADA-LOS CHILES DE AGUAS ZARCAS	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1220	CIUDAD QUESADA-AGUAS ZARCAS	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1220	CIUDAD QUESADA-LA MARINA	AUTOTRANSPORTES LA VILLA. S.A.	(RA-453)
1221	ALAJUELA-TUETAL NORTE	AUTOTRANSPORTES LÓPEZ S.A.	(RA-322)
1221	ALAJUELA-ITIQUIS	AUTOTRANSPORTES LÓPEZ S.A.	(RA-322)
1221	ALAJUELA-TUETAL SUR	AUTOTRANSPORTES LÓPEZ S.A.	(RA-322)
1224	SAN RAMON-RIO JESUS	CÉLIMO JIMÉNEZ VÁSQUEZ	(RA-249)
1224	SAN RAMON-CALLE LEON-MAGALLANES-EL EMPALME	CÉLIMO JIMÉNEZ VÁSQUEZ	(RA-249)
1231	OROTINA-BIJAGUAL	TRANSPORTES PLUCEL S.A.	No Tiene RA
1232	UPALA-HIGUERON	JOSE ALBERTO CAMPOS ROJAS 	No Tiene RA
1232	UPALA-CANALETE	JOSE ALBERTO CAMPOS ROJAS 	No Tiene RA
1232	CANALETE-HIGUERON	JOSE ALBERTO CAMPOS ROJAS 	No Tiene RA
1234	ALAJUELA-QUEBRADAS	LIRION AGUILAR CORDOBA	(RA-476)
1234	ALAJUELA-CRUCE TAMBOR	LIRION AGUILAR CORDOBA	(RA-476)
1235	ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL	TRANSPORTES ALPIZAR, S.A.	(RA-276)
1236	ALAJUELA-CARRIZAL	TRANSPORTES CARRIZAL S.A.	(RA-117)
1236	ALAJUELA-PAVAS	TRANSPORTES CARRIZAL S.A.	(RA-117)
1236	ALAJUELA-CANOAS	TRANSPORTES CARRIZAL S.A.	(RA-117)
1239	SAN JOSE-NARANJO	TRANSPORTES NARANJO SAN JOSÉ S.A.	(RA-010)
1239	  EXT SAN JOSE-NARANJO-CONCEPCION	TRANSPORTES NARANJO SAN JOSÉ S.A.	(RA-010)
1240	ATENAS-QUEBRADAS	HENRY ULATE MATAMOROS	No Tiene RA
1240	ATENAS-ESCOBAL	HENRY ULATE MATAMOROS	No Tiene RA
1240	ATENAS-LAPAS	HENRY ULATE MATAMOROS	No Tiene RA
1240	ATENAS-GUACIMO	HENRY ULATE MATAMOROS	No Tiene RA
1240	ATENAS-EL PUENTE	HENRY ULATE MATAMOROS	No Tiene RA
1240	ATENAS-SAN FRANCISCO	HENRY ULATE MATAMOROS	No Tiene RA
1240	ATENAS-GÜISARO	HENRY ULATE MATAMOROS	No Tiene RA
